Distribucion 9 y 10 (Parcial PON 1 y PON 2, OLT 2)	-66.9192585746 10.5210752198,-66.9192178829 10.5212673495,-66.9192362171 10.5214844786,-66.9192366583 10.5216154483,-66.9192393406 10.5218712479,-66.9192500694 10.5221059504,-66.9192527516 10.5222536284,-66.9193273008 10.5223398682,-66.9194539173 10.5224234799,-66.9195290191 10.5225658835,-66.9196094222 10.5227800689,-66.9196634923 10.5231134056,-66.9192987119 10.523097583,-66.9192159974 10.5230922203,-66.9191726481 10.523232075,-66.9190868174 10.5232558088,-66.9188427363 10.5231028572,-66.9187550325 10.5230142026,-66.9187515412 10.5230870346,-66.9189688002 10.5232426234,-66.9190546309 10.5233270104,-66.9192048346 10.5234351314,-66.919357359 10.523628881,-66.9195803109 10.5238461944,-66.9196393195 10.5239569522,-66.9196661416 10.5240835325,-66.9198082987 10.5240808954,-66.9198297564 10.5240255165,-66.9198270741 10.5238567427,-66.9197895232 10.523722251,-66.9197438263 10.5236732404,-66.9197519723 10.5235640254,-66.919735879 10.5234057998,-66.9196902815 10.5232396627,-66.9197010103 10.5231631869,-66.9198324386 10.5231341788,-66.9199289981 10.5231078078,-66.9200121466 10.5231025337,-66.9201376917 10.5236138921,-66.9200577441 10.5231104449,-66.9199991263 10.5230515614,-66.9199450913 10.5228810174,-66.9198753539 10.5225645652,-66.9198909429 10.5224040064,-66.9199289981 10.522456444,-66.9199719134 10.5227702591,-66.9200201932 10.5229970497,-66.9201650325 10.5229865013,-66.9202508632 10.5229601303,-66.9202837857 10.5229504015	ff0000ff	__export__.isp_zone_6_a6f4fa99	cable
Distribucion 7 (PON 7, OLT 1) El Cardon	-66.9162262792 10.5216744235,-66.9162251018 10.521547713,-66.9161231779 10.5214738739,-66.9160802625 10.5213367441,-66.9162162569 10.5212361111,-66.9160293006 10.5214923337,-66.9159220122 10.5221331512,-66.915866093 10.5221161623,-66.9159971141 10.5215318904,-66.9159783386 10.521196977,-66.9159277774 10.5211251691,-66.9156283965 10.5213111397,-66.9157369398 10.5214817852,-66.915739622 10.5215740841,-66.9157315754 10.5217850529,-66.9157414085 10.5217945935,-66.9156757095 10.5221797725	ff00ff04	__export__.isp_zone_6_a6f4fa99	cable
Distribucion PON 3 (OLT 2) Puerta Caracas	-66.9198412261 10.5238792407,-66.9196609597 10.5231784875,-66.9199023585 10.523083552,-66.9204656224 10.5229306003,-66.9205450413 10.5231857226,-66.9207535366 10.5236553033,-66.9209135513 10.5235714148,-66.9210262041 10.5234791165,-66.9209518799 10.5233660846,-66.9208733181 10.5231125601,-66.9207526187 10.5229332374,-66.9206762426 10.5228250435,-66.9206158261 10.5227249065,-66.9205997328 10.522353075,-66.9206686158 10.5223370321,-66.9206587414 10.5226589789,-66.9207097034 10.5227855598,-66.9208572249 10.5230097132,-66.9209296445 10.5232101327,-66.9209886531 10.5233103424,-66.9211093525 10.5232338666,-66.9212273697 10.5232628746,-66.9212649207 10.5234026407,-66.9213091683 10.5233696659,-66.9212676029 10.5231626649,-66.92117909 10.523001802,-66.9210852127 10.5228251163,-66.9209269623 10.5225772288,-66.9209135513 10.5224928415,-66.9209832887 10.5223899944,-66.9210905771 10.5223319781,-66.9212193231 10.5222950587,-66.9211704787 10.5221527862	ff0000ff	__export__.isp_zone_6_a6f4fa99	cable
Distribucion PON 3 (OLT 2) Mecedores	-66.9198412261 10.5238792407,-66.9196478613 10.5231643139,-66.9193662294 10.5231432171,-66.9192401656 10.5231616768,-66.9191543349 10.5233093542,-66.9190524109 10.5234095639,-66.9189799913 10.5235335073,-66.9189768696 10.5235620344,-66.9188271054 10.5237945795,-66.9189132931 10.5238646282	ff00ff04	__export__.isp_zone_6_a6f4fa99	cable
Distribucion PON 4 (OLT 2) Mecedores	-66.9189132931 10.5238646282,-66.9188566801 10.5238716688,-66.9184416559 10.5238520027,-66.918353143 10.5238361802,-66.9182565835 10.5237834383,-66.9181975749 10.5236726805,-66.9181983345 10.5236089234,-66.9180929687 10.5236383982,-66.9179964092 10.5236067531,-66.9179829981 10.5235461,-66.9179749515 10.5234010598,-66.9179822795 10.5231623831,-66.9180017736 10.523079334,-66.9181171086 10.5230766969,-66.9181600239 10.52297385,-66.9181761172 10.5228894628,-66.9182208281 10.5228577239,-66.9182109859 10.5228129869,-66.9181895282 10.5227154142,-66.9182270792 10.5225993817,-66.918366554 10.5225466397,-66.9185060289 10.5225519139,-66.9185516264 10.5225387284,-66.9186208913 10.5226666432	ff00ff04	__export__.isp_zone_6_a6f4fa99	cable
Distribucion PON 6 (OLT 1) Hijos de Dios B2	-66.9170308794 10.5203165766,-66.9168734319 10.5202742368,-66.9167057938 10.5201938046,-66.9165341325 10.5201436993,-66.9163007803 10.5202966524,-66.9160768158 10.5204140043	ff00ff37	__export__.isp_zone_6_a6f4fa99	cable
Distribucion PON 6 (OLT 1) Hijos de Dios B1	-66.9170308794 10.5203165766,-66.9167905563 10.5203354111,-66.916645717 10.5204356217,-66.9162970298 10.5206518655	ff00ff37	__export__.isp_zone_6_a6f4fa99	cable
D15 para Naps 15175 hasta 15178	-66.9054174472 10.5181023328,-66.9055320618 10.5180189771,-66.9055266974 10.5178528372,-66.9055052397 10.5176075828,-66.9054596422 10.5175311056,-66.9053496716 10.5174757255,-66.9051163194 10.517449354,-66.9050090311 10.5173913368,-66.9049714802 10.5173095853,-66.9049473403 10.5172489309,-66.9048419595 10.5171901233,-66.904931247 10.5171856393,-66.9049634335 10.5171065249,-66.9049741624 10.5169773045,-66.9050170777 10.5168718185,-66.9050894973 10.5167425981,-66.9051485059 10.5166612218,-66.9051350949 10.5165214526,-66.9049844518 10.5165024861,-66.9051029084 10.5164687095,-66.9049527047 10.5162234541,-66.904917836 10.5161522508,-66.904917836 10.5159518268,-66.9048641918 10.5157355797,-66.9048641918 10.5156116331,-66.9047960266 10.5154225695,-66.9047810433 10.5152978107,-66.9048105476 10.5150077225,-66.9047756789 10.5149233331,-66.9047293067 10.5148278886,-66.9046844838 10.5146697091,-66.9048051832 10.5140816197	fffa0004	__export__.isp_zone_6_a6f4fa99	cable
Distribucion 14 y 15. Erazos	-66.9054174472 10.5181023328,-66.9055822492 10.5180564253,-66.905716781 10.5182773061,-66.9057599 10.5184854,-66.9058750313 10.518562117,-66.9059072178 10.5186966109,-66.9060366138 10.5186949308,-66.9059581798 10.5187440794,-66.9059018534 10.5188627504,-66.905952394 10.5189253621,-66.9060386461 10.5190209785,-66.9061003369 10.5190473498,-66.906204943 10.5190473498,-66.9063256424 10.5190394384,-66.9065501913 10.5189504148,-66.9066340965 10.5189339531,-66.9067279738 10.5189102189,-66.9068191689 10.5189497759,-66.9068272155 10.5190684468,-66.9068237766 10.519323569,-66.9068473321 10.5195551232,-66.9069036585 10.5197001652,-66.9068931788 10.5197425428,-66.9069036585 10.51984257,-66.9068795186 10.5200139831,-66.9069599849 10.5200640885,-66.9071060229 10.5199983249,-66.9072910953 10.5198875657,-66.9074064303 10.5198480088,-66.9075405408 10.5198928399,-66.9077236578 10.5199752691,-66.9078409482 10.5200906243,-66.9080152918 10.5202277547,-66.9081198979 10.5203200539,-66.9083049704 10.520430813,-66.9084478542 10.5204430287,-66.9084149972 10.5206886105,-66.9086104631 10.5205841146,-66.9086969265 10.5206921254,-66.9087559351 10.5208107957,-66.9087693462 10.521045499,-66.9087881217 10.521206363,-66.9087868184 10.5212180116	ff0000ff	__export__.isp_zone_6_a6f4fa99	cable
Distribucion 16. SuperBloques	-66.908377111 10.5218377327,-66.908340529 10.5217070143,-66.9081930075 10.5217281112,-66.9082332407 10.5215988928,-66.9082654272 10.521556699,-66.9082037364 10.5214248434,-66.9081420456 10.5212771651,-66.9080803547 10.5211242125,-66.9080267106 10.5209870825,-66.9079516087 10.5208473153,-66.9079006467 10.5207154594,-66.9078416381 10.5205809664,-66.9077665363 10.5204306505	ff0000ff	__export__.isp_zone_6_a6f4fa99	cable
Distribucion PON 3 (OLT 3) 17171, 17172 y 17173	-66.9054174472 10.5181023328,-66.9052535337 10.5181804637,-66.9051851373 10.5181817823,-66.905122453 10.518061397,-66.9050205291 10.5181128212,-66.9051100355 10.5180380581,-66.90505808 10.5178860271	ff00ff04	__export__.isp_zone_6_a6f4fa99	cable
Distribucion PON 3 (OLT 3) 17174 y 17175	-66.9054174472 10.5181023328,-66.9055619877 10.5180472881,-66.9055204135 10.517943121,-66.9053916674 10.5177374239,-66.905270968 10.5176147966,-66.9051355165 10.5175000808,-66.9050067704 10.5175172223,-66.9049638967 10.5175342516,-66.9050027887 10.5176832503	ff00ff04	__export__.isp_zone_6_a6f4fa99	cable
Fibra Drop Odeon	-66.9054174472 10.5181023328,-66.9046419203 10.518479084,-66.9045829117 10.5183340414,-66.9047787129 10.5182865729	ff00ff37	__export__.isp_zone_6_a6f4fa99	cable
Fibra 12 - Edif Osito, Avila y Butanta	-66.9054174472 10.5181023328,-66.9055685921 10.5180662397,-66.9056423528 10.5181671103,-66.9056953264 10.5182712773,-66.9057280814 10.5184006,-66.905839393 10.5185146562,-66.9058747494 10.5186120504,-66.9059129709 10.5187801678,-66.9059653848 10.5189259213,-66.9060538977 10.5190010796,-66.9062220533 10.5190208581,-66.9063338443 10.5190247641,-66.9064833774 10.5189950963,-66.9066578331 10.5189447343,-66.9067564043 10.5189559421,-66.9068461476 10.519133731,-66.9068642526 10.5192576762,-66.9066766265 10.5192193506,-66.9065103295 10.5192720932,-66.9064244988 10.5193432957	ff0000ff	__export__.isp_zone_6_a6f4fa99	cable
Fibra Drop Osito, Avila y Butanta	-66.9064244988 10.5193432957,-66.9064738408 10.5194961374,-66.9063383893 10.51953965,-66.9061895267 10.5195950297	ff00ff04	__export__.isp_zone_6_a6f4fa99	cable
Linea Callejon Gomes	-66.908377111 10.5218377327,-66.9079409682 10.522013581,-66.9078765952 10.5218289835,-66.9077356721 10.5218487757,-66.9079409682 10.5217867897,-66.9078514575 10.5216795691,-66.907721647 10.5214755748,-66.9075693815 10.521138431	ff00ff04	__export__.isp_zone_6_a6f4fa99	cable
Linea Avila	-66.908377111 10.5218377327,-66.9078712307 10.52208742,-66.9079734384 10.5221620719,-66.9076850847 10.5223070018,-66.9079838835 10.5224407921,-66.9082413756 10.5227783411,-66.9083094437 10.5228998668	ff00ff04	__export__.isp_zone_6_a6f4fa99	cable
Fibra 6 Hilos. Dos Tuneles	-66.9036550188 10.5200886785,-66.904414237 10.5195415509,-66.9043638557 10.5194026829,-66.9042760134 10.5191818232,-66.9042250514 10.5189823901,-66.9041674738 10.5188717196,-66.904072836 10.5187025242	ff00ff04	__export__.isp_zone_6_a6f4fa99	cable
Fibra 6 Hilos. Bambu	-66.9036550188 10.5200886785,-66.9041077048 10.5198298976,-66.9042230843 10.5197577655,-66.9044591187 10.5201216887,-66.9044560567 10.520219203,-66.9043893813 10.5204170464,-66.904331334 10.5204990675,-66.9041908978 10.5206438387,-66.9041050671 10.5207440492,-66.9042177199 10.5209022762,-66.904308915 10.521171262,-66.9043696 10.5213314,-66.9043411015 10.5215562805,-66.9045405462 10.5217055476	ff00ff04	__export__.isp_zone_6_a6f4fa99	cable
Fibra Edif Tanagro	-66.9036550188 10.5200886785,-66.9050249678 10.519184362,-66.9050303322 10.5190762396,-66.9051388865 10.5189862976	ff00ff37	__export__.isp_zone_6_a6f4fa99	cable
Fibra a nap 20191 y 20192	-66.9063704973 10.5218714625,-66.9062547773 10.5218227878,-66.9059597343 10.5218096022	ff00ff04	__export__.isp_zone_6_a6f4fa99	cable
Cajas 22211 a 22214	-66.9015176179 10.5198812355,-66.9023846722 10.5201214186,-66.9023793078 10.5203112914,-66.9020037985 10.5205539065,-66.9015518948 10.5207327822,-66.9010986015 10.5212058149,-66.9010918474 10.5214663486,-66.9011776781 10.5217511565,-66.9013707972 10.5220517869,-66.9015934691 10.5221835234,-66.9016872978 10.5222996748,-66.9017731285 10.5222416585,-66.9019233322 10.5220781579,-66.9020145273 10.5219041088,-66.9020065293 10.521732578	ff0000ff	__export__.isp_zone_6_a6f4fa99	cable
