"Nombre de campo","Etiqueta de campo","Modelo","Tipo de campo","Tipo","Indexado","Almacenado","Sólo lectura","Modelo relacionado"
"message_unread","Unread Messages","Puerto de Tarjeta OLT","booleano","Campo base","","","True",""
"message_unread_counter","Unread Messages Counter","Puerto de Tarjeta OLT","entero","Campo base","","","True",""
"mgc_vlan","gc-vlan","Puerto de Tarjeta OLT","entero","Campo base","","True","",""
"mgs_vlan","gs-vlan","Puerto de Tarjeta OLT","entero","Campo base","","True","",""
"my_activity_date_deadline","My Activity Deadline","Puerto de Tarjeta OLT","fecha","Campo base","","","True",""
"name","Puerto","Puerto de Tarjeta OLT","Carácter","Campo base","","True","",""
"name_custom_pppoe_profile","Name Custom PPPoE Profile","Puerto de Tarjeta OLT","Carácter","Campo base","","True","",""
"num_port","Numero Puerto","Puerto de Tarjeta OLT","entero","Campo base","","True","",""
"number_reverse","Numero","Puerto de Tarjeta OLT","entero","Campo base","","True","",""
"olt_card_id","Tarjeta OLT","Puerto de Tarjeta OLT","many2one","Campo base","","True","","isp.olt.card"
"ont_lineprofile","ont-lineprofile","Puerto de Tarjeta OLT","Carácter","Campo base","","True","",""
"ont_srvprofile","ont-srvprofile","Puerto de Tarjeta OLT","Carácter","Campo base","","True","",""
"onu_ids2","One serie","Puerto de Tarjeta OLT","one2many","Campo base","","True","","isp.onu.line"
"poolip","Poolip","Puerto de Tarjeta OLT","Carácter","Campo base","","True","",""
"pri_onu_bridge","PRI ONU Bridge:","Puerto de Tarjeta OLT","Carácter","Campo base","","True","",""
"pri_onu_standar","PRI ONU Standar:","Puerto de Tarjeta OLT","Carácter","Campo base","","True","",""
"realm_name","REALM","Puerto de Tarjeta OLT","Carácter","Campo base","","True","",""
"s_vlan","s-vlan","Puerto de Tarjeta OLT","entero","Campo base","","True","",""
"splitter1_count","Conteo Splitter 1","Puerto de Tarjeta OLT","entero","Campo base","","","True",""
"splitter2_count","Conteo Splitter 2","Puerto de Tarjeta OLT","entero","Campo base","","","True",""
"type_access_net","Tipo","Puerto de Tarjeta OLT","Selección","Campo base","","True","",""
"website_message_ids","Website Messages","Puerto de Tarjeta OLT","one2many","Campo base","","True","","mail.message"
"write_date","Last Updated on","Puerto de Tarjeta OLT","Fecha y hora","Campo base","","True","True",""
"write_uid","Last Updated by","Puerto de Tarjeta OLT","many2one","Campo base","","True","True","res.users"
